samples,life_style,ecosystem,habitat,mean_si,richness,diversity
mgm4535371,free-living,saline_water,oceanic_seawater,0.8437434520833795,2379,0.8972964748793151
mgm4535421,host-associated,animal_host-associated,animal_feces,0.9442982233935522,2397,0.9147519274314824
mgm4535540,free-living,soil,forest_soil,0.829885906744484,2363,0.9862774177410151
mgm4535542,free-living,soil,forest_soil,0.8239850894392046,2381,0.8744599586720502
mgm4535544,free-living,soil,forest_soil,0.8302748734953601,2392,0.9708555194683208
mgm4535548,free-living,soil,forest_soil,0.8289144712679173,2391,0.9725569778711086
mgm4535549,free-living,soil,forest_soil,0.8226893717662288,2385,0.9316257463243465
mgm4535551,free-living,soil,forest_soil,0.8274163230510191,2421,0.9532015498216615
mgm4535555,free-living,soil,forest_soil,0.8230943313810618,2223,0.8866839728590636
mgm4535557,free-living,soil,forest_soil,0.8285856017206771,2249,0.7680237509990299
mgm4535558,free-living,soil,forest_soil,0.8298451595633347,2289,0.9590076623889857
mgm4535559,free-living,soil,forest_soil,0.8259445765831953,2160,0.9625584001310981
mgm4535561,free-living,soil,forest_soil,0.8303750063149633,2113,0.9608674210466559
mgm4535564,free-living,soil,forest_soil,0.8235099768697387,2262,0.8630501189128944
mgm4535626,host-associated,animal_host-associated,animal_feces,0.9952993801124707,2261,0.7574617520373679
mgm4535627,host-associated,animal_host-associated,animal_feces,0.9952758863161265,2305,0.8698912141906883
mgm4535747,host-associated,animal_host-associated,animal_feces,0.9370363197600704,2269,0.9424519503704025
mgm4535748,host-associated,animal_host-associated,animal_feces,0.9610402216047276,2278,0.8814558403009858
mgm4535749,host-associated,animal_host-associated,animal_feces,0.9331989798933833,2198,0.8489605080957346
mgm4535750,host-associated,animal_host-associated,animal_feces,0.9548645401741902,2281,0.8934211615418446
mgm4535751,host-associated,animal_host-associated,animal_feces,0.9564411485555728,2291,0.8774671277662865
mgm4535752,host-associated,animal_host-associated,animal_feces,0.922998245753886,2365,0.9805908436479135
mgm4535753,host-associated,animal_host-associated,animal_feces,0.9610505951327948,2396,0.9696092144270031
mgm4535754,host-associated,animal_host-associated,animal_feces,0.9570406512103928,2402,0.9778880310505051
mgm4535755,host-associated,animal_host-associated,animal_feces,0.9210803215559801,2174,0.7724457631699269
mgm4535915,host-associated,animal_host-associated,animal_feces,0.9485097208271929,1760,0.5159519875190945
mgm4535927,host-associated,animal_host-associated,animal_feces,0.9214270220999843,2394,0.9828124275774105
mgm4535928,host-associated,animal_host-associated,animal_feces,0.9166865668673448,2424,0.9314587472650973
mgm4535929,host-associated,animal_host-associated,animal_feces,0.9265495036586578,2527,0.9863679466510458
mgm4535930,host-associated,animal_host-associated,animal_feces,0.9125073639127526,2511,0.985596579039538
mgm4535931,host-associated,animal_host-associated,animal_feces,0.9134646606988702,2524,0.9806656882937725
mgm4535932,host-associated,animal_host-associated,animal_feces,0.926754628564413,2523,0.9755460685659257
mgm4535933,host-associated,animal_host-associated,animal_feces,0.9207297906005739,2517,0.9456028166938638
mgm4535934,host-associated,animal_host-associated,animal_feces,0.9106180797124782,2528,0.9773110125873206
mgm4536139,free-living,soil,forest_soil,0.8301020393953179,2515,0.9389685323106027
mgm4536141,free-living,soil,forest_soil,0.829885906744484,2527,0.980651312496635
mgm4536142,free-living,soil,forest_soil,0.8302748734953601,2523,0.9753600188361219
mgm4536143,free-living,soil,forest_soil,0.8303750063149633,2512,0.9911373724798733
mgm4536144,free-living,soil,forest_soil,0.826752094143355,2498,0.9885136296649009
mgm4536146,free-living,soil,forest_soil,0.8273365035403457,2503,0.9804852424571758
mgm4536152,free-living,soil,forest_soil,0.826752094143355,2488,0.9889093390511046
mgm4536768,free-living,soil,pasture_soil,0.826972573384196,2469,0.9801422930069978
mgm4536827,free-living,soil,pasture_soil,0.8256082558685882,2506,0.9738342216464788
mgm4536828,free-living,soil,pasture_soil,0.8256591199065239,2507,0.9834729356337871
mgm4537324,free-living,soil,pasture_soil,0.8259720761016348,2497,0.975160401443194
mgm4537329,free-living,soil,pasture_soil,0.8227261196193987,2500,0.9888846126117731
mgm4537983,free-living,sediment,anaerobic_sediment,0.8739767381732129,2498,0.9877487398020057
mgm4538733,free-living,soil,compost,0.8936114611482704,2484,0.9848333028815933
mgm4538734,free-living,soil,compost,0.8321585442973933,2445,0.9685250023052351
mgm4538737,free-living,soil,compost,0.8283620967946338,2436,0.9652333976701695
mgm4538738,free-living,soil,compost,0.8322403359472165,2411,0.9653418381915002
mgm4538739,free-living,soil,compost,0.8934210170017415,2438,0.9650172581525248
mgm4539063,free-living,soil,grassland,0.8280223716037005,2450,0.9612150523256597
mgm4539064,free-living,soil,grassland,0.8330000412430401,2455,0.9689416733046822
mgm4539502,free-living,saline_water,oceanic_seawater,0.8676008033419327,2433,0.9687793722177661
mgm4539504,free-living,saline_water,oceanic_seawater,0.8845837347098024,2449,0.9608881958393751
mgm4540013,host-associated,animal_host-associated,animal_feces,0.8257984542252448,2417,0.9505403060583977
mgm4540014,host-associated,animal_host-associated,animal_feces,0.8401597305276887,2440,0.967696547477346
mgm4540017,host-associated,animal_host-associated,animal_feces,0.8194185085493129,2453,0.9675395480079164
mgm4540019,host-associated,animal_host-associated,animal_feces,0.8125298911589809,2435,0.972434878188412
mgm4540031,free-living,wastewater,anaerobic_sediment,0.7952787924926787,2444,0.965926542559873
mgm4540033,free-living,wastewater,anaerobic_sediment,0.7966684219072854,2441,0.9724147187005414
mgm4540035,free-living,wastewater,anaerobic_sediment,0.786239646366434,2418,0.9507538815369283
mgm4540036,free-living,wastewater,anaerobic_sediment,0.8664332482368203,2443,0.9684665377256314
mgm4540037,free-living,wastewater,anaerobic_sediment,0.7924055106391409,2424,0.9684198403863771
mgm4540042,free-living,wastewater,anaerobic_sediment,0.7901966048083782,2439,0.9723883011854487
mgm4541641,free-living,soil,grassland,0.8367605726060102,2430,0.9723551282182136
mgm4541642,free-living,soil,grassland,0.8283391591949122,2430,0.9662273856923889
mgm4541644,free-living,soil,grassland,0.8319164425155035,2398,0.9652195646296786
mgm4541645,free-living,soil,grassland,0.8326551824336809,2439,0.9652814755547562
mgm4541646,free-living,soil,grassland,0.8308257598072749,2442,0.9648676400276293
mgm4541647,free-living,soil,grassland,0.8372840673886275,2454,0.9692784286204178
mgm4541648,free-living,soil,grassland,0.8379533327554001,2412,0.9832134551194583
mgm4541649,free-living,soil,grassland,0.8265904690134411,2400,0.9871877381979471
mgm4541650,free-living,soil,grassland,0.8306944890609478,2442,0.989300658084129
mgm4541651,free-living,soil,grassland,0.8378700148495183,2420,0.9910611330785851
mgm4543019,free-living,soil,desert_soil,0.8559235901332902,2412,0.9890375141427016
mgm4543020,free-living,soil,desert_soil,0.8167334907604974,2418,0.986976782208384
mgm4543022,free-living,soil,desert_soil,0.8385099103664665,2419,0.9880977093568831
mgm4543023,free-living,soil,desert_soil,0.7842479569375463,2389,0.9787755478255625
mgm4543715,free-living,soil,park_soil,0.8271210135146381,2413,0.9910647653806092
mgm4544079,free-living,sediment,anaerobic_sediment,0.7639394708049485,2382,0.9870907438229721
mgm4544124,free-living,soil,compost,0.8639022834497009,2403,0.9829007910363274
mgm4544125,free-living,soil,compost,0.8638666530548966,2438,0.9905614243729818
mgm4544126,free-living,soil,compost,0.851653215237456,2379,0.985813492846482
mgm4544127,free-living,soil,compost,0.851432423059513,2396,0.9607479896429423
mgm4544129,free-living,soil,compost,0.8291937179506913,2433,0.990676647112525
mgm4544130,free-living,soil,compost,0.8342704999731891,2389,0.9608543063046093
mgm4544131,free-living,soil,compost,0.8340231773913076,2414,0.9885050321359459
mgm4544132,free-living,soil,compost,0.8401325187551701,2432,0.9867059399714024
mgm4544134,free-living,soil,compost,0.8205362304236757,2431,0.9903040704133206
mgm4544135,free-living,soil,compost,0.8201275130059494,2393,0.9867034338138109
mgm4544137,free-living,soil,compost,0.8118090558477332,2437,0.9910388015234052
mgm4544291,free-living,wastewater,wastewater_treatment_plant,0.8282542986090877,2418,0.9901418095602649
mgm4544292,free-living,wastewater,wastewater_treatment_plant,0.8283755262214173,2431,0.9889339235333335
mgm4544293,free-living,wastewater,wastewater_treatment_plant,0.8281176353185179,2379,0.985976567663173
mgm4544294,free-living,wastewater,wastewater_treatment_plant,0.8279444068330765,2432,0.9902816969084187
mgm4544296,free-living,wastewater,wastewater_treatment_plant,0.8284061380310253,2406,0.9885777051044531
mgm4544298,free-living,wastewater,wastewater_treatment_plant,0.828218281749419,2423,0.9900886186047481
mgm4544299,free-living,wastewater,wastewater_treatment_plant,0.8288580031888181,2446,0.990619670219721
mgm4544300,free-living,wastewater,wastewater_treatment_plant,0.8283504491002469,2422,0.990989134534797
mgm4544301,free-living,wastewater,wastewater_treatment_plant,0.8286537274659943,2405,0.9867531695420779
mgm4544302,free-living,wastewater,wastewater_treatment_plant,0.8281005416020537,2422,0.9889103407152982
mgm4544303,free-living,wastewater,wastewater_treatment_plant,0.8285491973373904,2437,0.9865427796046877
mgm4544304,free-living,wastewater,wastewater_treatment_plant,0.8284139977054582,2435,0.9905721328052152
mgm4544305,free-living,wastewater,wastewater_treatment_plant,0.8283293317120272,2440,0.9907899815955197
mgm4544306,free-living,wastewater,wastewater_treatment_plant,0.8285429694581243,2447,0.9908311200612515
mgm4545012,free-living,wastewater,wastewater_treatment_plant,0.8307775577017061,2428,0.9891120151969505
mgm4545013,free-living,wastewater,wastewater_treatment_plant,0.8312808967612532,2436,0.9903716508889794
mgm4545014,free-living,wastewater,wastewater_treatment_plant,0.8312373230975705,2422,0.9902116214224614
mgm4545015,free-living,wastewater,wastewater_treatment_plant,0.8312413321009265,2431,0.990331285763449
mgm4545016,free-living,wastewater,wastewater_treatment_plant,0.8309639844549679,2427,0.9872940730375058
mgm4545017,free-living,wastewater,wastewater_treatment_plant,0.8313913033462685,2434,0.9911060756290381
mgm4545018,free-living,wastewater,wastewater_treatment_plant,0.8310252100621256,2421,0.9895803440675919
mgm4545019,free-living,wastewater,wastewater_treatment_plant,0.831181789273435,2416,0.9896357900374335
mgm4545020,free-living,wastewater,wastewater_treatment_plant,0.8319849015848377,2428,0.9880066269603109
mgm4545162,free-living,wastewater,sludge,0.9154318500796187,2412,0.9871635817909948
mgm4545189,free-living,wastewater,wastewater_treatment_plant,0.8339882934968815,2400,0.9869883161979764
mgm4545190,free-living,wastewater,wastewater_treatment_plant,0.8341146186121722,2431,0.9890335959841207
mgm4545191,free-living,wastewater,wastewater_treatment_plant,0.8344677323060553,2444,0.9905590139320412
mgm4545192,free-living,wastewater,wastewater_treatment_plant,0.8342780606042578,2430,0.9901604691728015
mgm4545349,free-living,wastewater,sludge,0.8299210110378286,2414,0.9884958959905691
mgm4545446,free-living,wastewater,wastewater_treatment_plant,0.8345117389885823,2400,0.9852071633009617
mgm4545448,free-living,wastewater,wastewater_treatment_plant,0.8349428620414622,2417,0.987881733413886
mgm4545449,free-living,wastewater,wastewater_treatment_plant,0.8348151554748894,2444,0.9904612984581446
mgm4545450,free-living,wastewater,wastewater_treatment_plant,0.8423126218630971,2397,0.9869375698067697
mgm4545664,free-living,soil,pasture_soil,0.8220965238183626,2440,0.988940649675285
mgm4545665,free-living,soil,pasture_soil,0.8233857735973212,2426,0.9870920362772679
mgm4545667,free-living,soil,pasture_soil,0.8247204178987332,2387,0.974397805550685
mgm4545669,free-living,soil,pasture_soil,0.8238787816105334,2435,0.9890164288287171
mgm4545675,free-living,wastewater,wastewater_treatment_plant,0.9110247419471715,2376,0.9744976760952672
mgm4545676,free-living,wastewater,wastewater_treatment_plant,0.9110201437691221,2440,0.9894358005600192
mgm4545677,free-living,wastewater,wastewater_treatment_plant,0.910797755507492,2412,0.9874118475708127
mgm4545678,free-living,wastewater,wastewater_treatment_plant,0.9110195460272796,2420,0.9881754280371108
mgm4545679,free-living,wastewater,wastewater_treatment_plant,0.9109503748350731,2452,0.9872288873787468
mgm4545680,free-living,wastewater,wastewater_treatment_plant,0.9111326431602429,2380,0.9777941492626341
mgm4545681,free-living,wastewater,wastewater_treatment_plant,0.9116242883031743,2449,0.9871791044535846
mgm4545682,free-living,wastewater,wastewater_treatment_plant,0.9114582742620542,2403,0.9892176673156315
mgm4545683,free-living,wastewater,wastewater_treatment_plant,0.9111621424565503,2397,0.987347063012851
mgm4545684,free-living,wastewater,wastewater_treatment_plant,0.911161946015515,2396,0.9853778410072763
mgm4545685,free-living,wastewater,wastewater_treatment_plant,0.9153409216242028,2412,0.9884323980789212
mgm4546120,free-living,sediment,lake_sediment,0.7894234693451887,2434,0.9911338051249018
mgm4546121,free-living,sediment,lake_sediment,0.8777691517938959,2435,0.890368675739033
mgm4546279,free-living,wastewater,wastewater_treatment_plant,0.843315322911582,2340,0.9840005156111957
mgm4546281,free-living,wastewater,wastewater_treatment_plant,0.8432951025303802,2146,0.9923599966853891
mgm4546283,free-living,wastewater,wastewater_treatment_plant,0.8432914124803456,2045,0.9923814135214811
mgm4546284,free-living,wastewater,wastewater_treatment_plant,0.8435248717939001,2252,0.9923691528465579
mgm4546285,free-living,wastewater,wastewater_treatment_plant,0.8432552558331027,2049,0.9922723587884646
mgm4546286,free-living,wastewater,wastewater_treatment_plant,0.8440657845152411,2062,0.9920313924582592
mgm4546288,free-living,wastewater,wastewater_treatment_plant,0.8439235035869637,2180,0.9920025001600669
mgm4546289,free-living,wastewater,wastewater_treatment_plant,0.8432350796474892,2084,0.9922294735628162
mgm4546290,free-living,wastewater,wastewater_treatment_plant,0.8436004411332583,2156,0.9921781782357769
mgm4546292,free-living,wastewater,wastewater_treatment_plant,0.8429714988386398,2179,0.993229800304146
mgm4546293,free-living,wastewater,wastewater_treatment_plant,0.8484401610634892,2181,0.9919897550934305
mgm4546367,free-living,wastewater,wastewater_treatment_plant,0.8183486302075396,2143,0.9922249152087073
mgm4546368,free-living,wastewater,wastewater_treatment_plant,0.8184116413811579,2114,0.9918876218772824
mgm4546369,free-living,wastewater,wastewater_treatment_plant,0.8182121333512922,2203,0.9932669261975435
mgm4546370,free-living,wastewater,wastewater_treatment_plant,0.8176190334136335,2076,0.9925010389691535
mgm4546373,free-living,wastewater,wastewater_treatment_plant,0.8187041213019294,2234,0.9923025889030301
